sku,fnsku,asin,product-name,condition,your-price,mfn-listing-exists,mfn-fulfillable-quantity,afn-listing-exists,afn-warehouse-quantity,afn-fulfillable-quantity,afn-unsellable-quantity,afn-reserved-quantity,afn-total-quantity,per-unit-volume,afn-inbound-working-quantity,afn-inbound-shipped-quantity,afn-inbound-receiving-quantity,afn-researching-quantity,afn-reserved-future-supply,afn-future-supply-buyable,store
FBA75681,X001L4O3UP,B0B4FZS38V,"Audio Array AM-C7 USB 2 in 1 Plug & Play Condenser Microphone Kit with Boom Arm | 3.5 mm No Latency Monitoring, Volume Control & Mute Button| for Conference, Gaming, Podcasting & Live Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA75682,X001L4LI5N,B0B4FVV78V,"Audio Array AM-C8 USB Plug & Play Condenser Microphone Kit | Pop-Filter & Metallic Base | 3.5 mm No Latency Monitoring, Volume Control & Mute Button| for Conference, Gaming, Podcasting & Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA75683,X001L4TMU1,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",NewItem,,No,,Yes,5,5,0,0,5,,0,0,0,0,0,0,
FBA75684,X001L4RK0P,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",NewItem,,No,,Yes,28,27,0,1,28,,0,0,0,0,0,0,
FBA75685,X001L9B2JP,B0B4FXDHXW,"Audio Array AM-C9 192kHz/24bit Professional USB Condenser Microphone | Metallic Base | No Latency Headphone Monitoring, Volume Control & Mute Button | Discord, Valorant, Gaming, Podcasting & Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA75686,X001L4TA53,B0B4G89VQJ,"Audio Array AM-W10 Professional Dual Wireless Lapel Mics | Upto 10hr Battery & 100m Range | 2X Lapel mics, Type C Adapter for Easy Plug&Play | Volume & Mute Function | Vlogging, Streaming, YouTube",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA75687,X001L4RF0P,B0B4G5ZLTB,"Audio Array AM-W11 Wireless Mic | Upto 4hr Battery & 60m Range | Volume & Mute Buttons with Indicators | Streaming, Vlogging, YouTube | 1x Lapel mic, Type C Adapter for Plug & Play | 2 Year Warranty",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA75688,X001L4SCDJ,B0B4G763WS,"Audio Array AM-W12 UHF Dual Wireless Premium Metal Microphones | 4+ Hours Receiver Battery Backup | Range up to 60m| Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box",NewItem,,No,,Yes,12,12,0,0,12,,0,0,0,0,0,0,
FBA75689,X001L4PS8L,B0B4G59Y8W,"Audio Array AM-W13 UHF Wireless Premium Metal Microphone | 4+ Hours Receiver Battery Backup | Range up to 60m | Karaoke Singing, Wedding, DJ | Compatible with PA System, Amplifier, Mixer, Party Box",NewItem,,No,,Yes,20,20,0,0,20,,0,0,0,1,0,0,
FBA75690,X001L5V8HP,B0B4K87PR4,Audio Array USB Plug & Play Conference Microphone with Speaker | Omni Directional Pickup Upto 4M | Speaker and Mic Mute Buttons | Volume Control & Mute Button | Ideal for Meeting & Video Call | AM-C10,NewItem,,No,,Yes,13,12,0,1,13,,0,0,0,0,0,0,
FBA75691,X001L4SEBT,B0B4G5JG4P,"Audio Array AM-W14 UHF Dual Wireless Premium Metal Microphone | 2X XLR Outs & 1/4"" Mix Out | Range up to 200ft/60m | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box",NewItem,,No,,Yes,42,20,2,20,42,,0,0,0,0,0,0,
FBA75692,X001L9B0K1,B0B4G1HPL5,"Audio Array AM-C11 XLR/USB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute and Volume Control | Premium Metal Build | 2M XLR & USB Cable | Streaming, Gaming, Podcasting, Singing",NewItem,,No,,Yes,4,3,0,1,4,,0,0,0,0,0,0,
FBA76414,X001NY6AGX,B0BLJVJ2GN,"Audio Array Boom Arm | Suspension Scissor Mic Arm Stand | Universal clamp with mic Holder & 3/8″ to 5/8″ Adapter for Shock mounts | Suitable for Stages, Studios, Broadcasting, TV Stations | AA-05",NewItem,,No,,Yes,15,12,3,0,15,,0,0,0,1,0,0,
FBA76597,X001ORW383,B0BQ7H7418,"Audio Array Microphone Boom Arm Stand, 70cm Adjustable Suspension Scissor Stand with Shock Mount, Pop Filter, Desk Clamp, 3/8"" to 5/8"" Adapter & 4 Cable Ties | AA-06",NewItem,,No,,Yes,11,11,0,0,11,,0,0,0,0,0,0,
FBA76709,X001NY2NWD,B0BLJYX15C,"Audio Array Single Channel 2.4 Ghz Wireless Pocket Microphone System for Vlogging, Video Recording & Teaching, Compatible with Phone, Cameras & Computer with Long Battery Life (AM-W38)",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76713,X001NY77WJ,B0BLK1Z7PJ,"Audio Array Dual Channel Wireless Lavalier Microphone, Wireless Mic for Youtubers Video Recording, Facebook, Live Stream, Compatible for Type-C Devices (AM-W42)",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76715,X001NY6PAJ,B0BLK31PYH,Audio Array All Metal Condenser Collar Microphone with 3.5mm Connector with Battery for DSLR & Smartphone (AM-C12),NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76716,X001NY6UL3,B0BLK8DNPD,Audio Array AM-C13 Condenser Lapel Microphone | 6M Shielded Cable | Metal Build | Plug n Play Mobile & DSLR Support | 3.5mm Connector | Omnidirectional Pickup | Hard Case Included | 1 Year Warranty.,NewItem,,No,,Yes,9,0,0,9,9,,0,0,0,0,0,0,
FBA76717,X001NY32O1,B0BLK6P24G,"Audio Array AM-C14 Omnidirectional Condenser Shotgun Microphone with 3.5mm Connector, Shock Mount & Wind Shield | PlugnPlay in DSLR & Smartphones | Vlogging, Streaming, ASMR Videos, etc",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76718,X001NYAV5T,B0BLKD8FVG,"Audio Array AM-C15 Premium Metal XLR Condenser Lapel Microphone | Noise-Free, Highly Sensitive Omni Directional Collar mic with 6 Meter Cable for Recording | DSL & Mixer, Requires +48V Phantom Power",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76719,X001NYWM9H,B0BLKCXQRT,Audio Array AM-C16 Lapel Microphone | 1M Long & Strong Cable | 3.5mm TRRS Connector & 3.5mm TRRS to TRS Adapter | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included | 1 Year Warranty,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76720,X001NYWM3D,B0BLKCWZQD,Audio Array AM-C17 Dual Head Lapel Microphone | 1M x2 Long & Strong Cables | 3.5mm TRRS & 3.5mm TRRS to TRS Adapter | Omnidirectional Pickup | Mic Covers & Leather Bag Included | 1 Year Warranty,NewItem,,No,,Yes,1,0,0,1,1,,0,0,0,0,0,0,
FBA76721,X001NYWH79,B0BLKB55BM,"Audio Array AM-C18 Vlogging Kit 6 in 1 Combo | 3.5mm Shotgun Mic with shockmount & LED Light Tripod Stand for Smartphones & Camera | Upto 3Hrs Battery Life | for Vlogging, Live Streaming, YouTube",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76722,X001NYWFL7,B0BLKDC4PP,"Audio Array AM-C19 USB Condenser Microphone | Plug & Play, Tripod, No Latency Monitoring, Gain Control & Mute Button | Home Studio, YouTube, Gaming, Podcasting, Recording & Singing | Mac OS, Windows",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76723,X001NYWHQ5,B0BLKF46QG,"Audio Array AM-C20 USB Microphone | Unique Tilt Stand & one Touch Mute | Plug n Play, No Latency Cardioid Pickup | for PC, Smartphones, iOS | Gaming, Streaming, Podcasts, Twitch, YouTube, Discord",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76724,X001NYYDHL,B0BLNC5D8L,"Audio Array USB Condenser Microphone for YouTube, Gaming, Meeting & Recording on Mac OS, Windows & PS 4/5 with Tripod, No Latency Monitoring, Gain Control & Mute Button (AM-C21)",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76725,X001NYWHI3,B0BLKCSJ7Z,"Audio Array AM-C22 RGB USB Microphone with Stand | One Touch Mute Button, Easy Volume Control & Headphone Jack for Monitoring | Singing, Streaming, Gaming, Podcasting | PC, Mac",NewItem,,No,,Yes,1,0,1,0,1,,0,0,0,0,0,0,
FBA76726,X001NYWEL3,B0BLKD4815,"Audio Array Anti Interference Metal Tube RGB USB Microphone for PC, Mac with Mute Button & Monitor Headphone Jack, for Vocals, YouTube, Streaming, Gaming Along with Mic Gain with pop Filter (AM-C23)",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76727,X001NYWLPR,B0BLKCDRNB,"Audio Array AM-C24 USB Plug & Play Retro Microphone Kit | No Latency Monitoring & Volume Control Knob | Gaming, Streaming, Podcast, Singing, Discord, Zoom Meeting, YouTube | Laptop, PC, Smartphones",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76728,X001NYXDA9,B0BLNCP74M,"Audio Array AM-C25 Premium USB Condenser Microphone Kit with Boom Arm & Pop-Filter | No Latency Headphone Monitoring, Volume Control & Mute Button | Discord, Valorant, Gaming, Podcasting & Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76729,X001NYTLSH,B0BLNDQ757,"Audio Array AM-C26 RGB USB Plug & Play Condenser Microphone Kit with Boom Arm & Pop-filter | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | For Conference, Gaming, Podcasting & Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76730,X001NYWF2B,B0BLKB6FRR,"Audio Array AM-C27 XLR to TRS Cardioid Dynamic Handheld Microphone Sound for Live Events | Premium Built with 4.5M Cable | Singing, Public Meetings, Studio Recording, Live Sound, Party",NewItem,,No,,Yes,2,0,0,2,2,,0,0,0,0,0,0,
FBA76731,X001NY86ER,B0BLK9QL7X,"Audio Array Dual Channel Handheld Dynamic Wireless Microphone for Karaoke, Meeting, DJ, Wedding, Compatible Along with Power Amplifier, Active/Passive Speaker & Mixers. (AM-W44)",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76732,X001NY8WKP,B0BLKCB2JY,AI-01,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76733,X001NYEBNH,B0BLKCJXZR,Audio Array AI-02 2x2 USB-C Audio Interface | Premium Midas Mic Pre-Amps | 48V Phantom Power | USB Bus 3.0 Ultra Low Latency | XLR/LINE inputs | Plug & Play-No Drivers | Metal Body | Metallic Grey,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76734,X001NY4L3R,B0BLKHVCDX,"Audio Array AA-07 3-Panel Metal Isolation Shield For Mics with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76735,X001NYB0UJ,B0BLKGPL4X,"Audio Array AA-08 5-Panel Metal Isolation Shield For Mics with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76736,X001ODDFRP,B0BLS63XCL,"Audio Array AA-09 Short Springless Microphone Arm Stand | Sturdy Boom Arm with 2kg Capacity for stability | Non-rebound arm along with multi-angle adjustment | 5/8"" to 3/8"" Screw Adapter | Cable Ties",NewItem,,No,,Yes,1,1,0,0,1,,0,0,0,0,0,0,
FBA76737,X001S4KSO3,B0C59G1C4N,"Audio Array AA-10 Heavy Duty Springless Microphone Arm Stand | 50cm+50cm=100cm length with 1.8kg Capacity for stability | Non-rebound arm along with multi-angle adjustment | 5/8"" - 3/8"" Screw Adapter",NewItem,,No,,Yes,1,1,0,0,1,,0,0,0,0,0,0,
FBA76738,X001ODC8HD,B0BLRGCNRG,"Audio Array AA-11 Springless Microphone Arm Stand |All Metal Upgraded Heavy Duty Stand With 1.8kg Weight Capacity for stablility & multi-angle adjustment | 5/8"" to 3/8"" Screw Adapter | Cable Ties",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76739,X001ODDFNJ,B0BLRK37TB,"Audio Array AA-12 Springless Microphone Arm | Heavy Duty Stand With 1.8kg Weight Capacity for stablility & multi-angle adjustment | 5/8"" to 3/8"" Screw Adapter | 0.5"" Thick Metal Tube | Cable Ties",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76740,X001ODG4UF,B0BLRKFBBP,"Audio Array AA-13 Springless Microphone Arm | Heavy Duty Stand With 1.5kg Weight Capacity for stablility & multi-angle adjustment | 5/8"" to 3/8"" Screw Adapter | 0.5"" Thick Metal Tube | Cable Ties",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76741,X001ODC8MD,B0BLS2HJ68,"Audio Array AA-14 Springless Microphone Arm | Heavy Duty Stand With 1.3kg Weight Capacity for stablility & multi-angle adjustment | 5/8"" to 3/8"" Screw Adapter | 0.5"" Thick Metal Tube | Cable Ties",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76742,X001NY39F3,B0BLKBJ5HN,"Audio Array AM-K1 Instrument Drum Microphone Kit | Stage Performance & Professional Studio Recording Quality | 1 Kick Drum Mic, 2 Tom Mics, 2 Overhead Condenser Mics with Standard Mounting Accessories",NewItem,,No,,Yes,11,10,1,0,11,,0,0,0,0,0,0,
FBA76743,X001NY85GV,B0BLK8PXNY,"Audio Array AM-K2 Instrument Drum Microphone Kit | Stage Performance and Professional Studio Recording | 1 Kick Drum Mic, 4 Tom Mics, 2 Overhead Condenser Mic with Standard Mounting Accessories",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76744,X001NY3CA5,B0BLK7VQ2N,"Audio Array AM-K3 Instrument Drum Microphone Kit | Stage Performance and Professional Studio Recording | 1 Kick Drum Mic, 4 Tom Mics, 2 Condenser Mic & 2 Vocal Mics with Standard Mounting Accessories",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA76862,X001ON74I1,B0BPLWW72Y,Audio Array USB Plug & Play Conference Microphone | Omni Directional Pickup Upto 3M | Mic Mute Button | No Drivers Condenser USB Type-C | Ideal for Meetings & Video Calling (Not a Speaker) | AM-C28,NewItem,,No,,Yes,16,16,0,0,16,,0,0,0,0,0,0,
FBA76863,X001ONEISF,B0BPM2T7BQ,"Audio Array AI-03 Professional Sound Card with Bluetooth | Podcast Production Setup with 4 mic input & 4 outputs | +48V phantom power, PC/Mac connectivity | 6-8hr Battery | Streaming, Singing & Gaming",NewItem,,No,,Yes,6,3,0,3,6,,0,0,0,0,0,0,
FBA76864,X001OND4NP,B0BPLZ5CGV,Audio Array AI-04 HD 2 in 3 Out Gen 3 Audio Interface | 3 Yr Warranty | Premium Mic Pre-Amps | +48V | 24bit/192kHz Hi-Fi Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | Metal Body | Red,NewItem,,No,,Yes,45,41,0,4,45,,0,0,0,0,0,0,
FBA77010,X001ONI1H9,B0BPMBMN3S,Audio Array AI-04 2x2 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power Support | 24-bit/192kHz High Fidelity Recording | XLR/MIC/LINE inputs | Plug and Play-No Drivers | Metal Body | Black,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA77011,X001ONOTQB,B0BPMN89NG,"Audio Array AM-C29 4 Pickup Pattern Professional USB Plug & Play Condenser Microphone | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | For Conference, Gaming, Podcasting & Live Streaming",NewItem,,No,,Yes,2,1,1,0,2,,0,0,0,0,0,0,
FBA77171,X001W3B0XX,B0CH4VCD6R,"Audio Array XLR Cable | 6.35mm Jack Male to XLR 3PIN Female Cord Wire | XLR Cable For Mic/Guitar | Black, 1pc Pack (6 Meter/19.6 Feet) | AC-6XL",NewItem,,No,,Yes,46,46,0,0,46,,0,0,0,0,0,0,
FBA78203,X001S25SQ3,B0C4YTNJG7,"Audio Array AM-C30 Metal RGB Professional USB Microphone | One-Touch Mute, Gain & No-Latency Monitoring Controls | Shock Mount and Tripod | for PC/Mobile, Gaming, Streaming, Podcasting & Voiceover",NewItem,,No,,Yes,1,1,0,0,1,,0,0,0,0,0,0,
FBA78204,X001S25AE3,B0C4YT43Z3,"Audio Array AM-C31 USB Plug & Play Condenser Microphone Kit | Pop-Filter & Metallic Base | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | for PC/Mobile, Gaming, Podcasting & Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78205,X001S2C45B,B0C539RBGL,"Audio Array AM-C32 Professional RGB USB Condenser Microphone with Tripod/Pop Filter & Shock Mount | No Latency Monitoring & Mute Button | For PC/Mobile, Gaming, Podcast, Streaming, Recording & Singing",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78206,X001S2090N,B0C4YSV3XL,Audio Array AM-W15 Dual Wireless Mic with Charging Case | Upto 16hr Battery Backup & 100m Range | Active Noise Cancellation | Informative LCD Screen | BIS & WPC Certified | 2 Yr Warranty,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78207,X001S2JJLX,B0C53CQV5Z,"Audio Array AA-15 Gaming Microphone Boom Arm Stand | 1M reach | Premium Metal design with Internal Spring | Heavy Duty Mic Stand | 1.5kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter | Cable Ties",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78419,X001S3JFMF,B0C55M2GBN,"Audio Array AM-A1 Mic Activator | In-line Pre-amp | +25dB Gain | Supports Dynamic Mics AM-C11, Shure SM7B, Shure MV7, etc | Livestream, Singing, Podcast, Vocal Recordings | Requires +48V Phantom Power",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78420,X001S4I8HR,B0C5957W3P,"Audio Array AM-C33 Lapel Microphone | 1M Long, Strong Cable | 3.5mm TRRS | 3.5mm TRRS Port & TRRS to TRS Adapter | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included | 1 Year Warranty",NewItem,,No,,Yes,6,0,0,6,6,,0,0,0,0,0,0,
FBA78421,X001S4E7SV,B0C594FZLM,Audio Array AM-C34 Lapel Microphone | 1M Long & Strong Cable | 3.5mm Audio Jack | TRRS to TRS & TRRS to USB Type C adapters | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78422,X001S4CZ5D,B0C598MNMC,Audio Array AM-C35 Dual Head Lapel Microphone | 1m x2 Long Cables | 3.5mm TRRS Cable | TRRS to TRS & TRRS to Type C adapters | Omnidirectional Pickup | with Mic Covers & Leather Bag | 1 Year Warranty,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78423,X001S4GRQV,B0C598Q6PT,"Audio Array AM-C36 Lapel Microphone | 1M Long & Strong Cable | 3.5mm TRRS| 3.5mm TRRS Port, TRRS to TRS & TRRS to USB Type C adapters | Omnidirectional Pickup | Mic Cover & Leather Bag Included",NewItem,,No,,Yes,9,0,0,9,9,,0,0,0,0,0,0,
FBA78424,X001S3K9FH,B0C55MY66L,"Audio Array AM-C37 Premium USB/XLR Dynamic Podcast Microphone | Volume, Mute Controls & Headphone Monitoring | Premium Metal Build | 2 Meter USB Cable Included | 96kHz/24bit Studio Performance",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78425,X001S3EZKH,B0C55QXL83,Audio Array AM-C38 Condenser Shotgun Microphone | Super Cardioid Pickup | 3.5mm TRRS to TRS Cables & Windshield | 2X 3.5mm Ports for Headphone and Mic | 50h Battery Backup | DSLR & Mobile Support,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78426,X001TCI995,B0CBCGN63Y,Audio Array AM-S1 Monitor Speakers,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78925,X001TCEDFJ,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-Quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR Cable | for Streaming, Gaming, Podcasting, Singing",NewItem,,No,,Yes,2,2,0,0,2,,0,0,0,0,0,0,
FBA78960,X001TCICGF,B0CBCB82MT,"Audio Array XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black) |AM-C39",NewItem,,No,,Yes,24,23,1,0,24,,0,0,0,0,0,0,
FBA78961,X001TCAHLX,B0CBCB9S14,"Audio Array AM-C40 Large Diaphragm USB Condenser Microphone Kit | Boom Arm & Pop-Filter | 96kHz/24bit No Latency Headphone Monitoring with Mute & Volume Control Knob | Singing, Podcasting & Streaming",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78970,X001U5GTA7,B0CF5T1LFR,"Audio Array AA-16 Microphone Arm Stand | 92cm length | 3 pivoting joints for flexible height and position adjustments | Smart Cable Management | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78971,X001U5N3F1,B0CF5TDLFH,"Audio Array AA-17 Microphone Arm Stand | 85cm reach | 3 pivoting joints for flexible height and position adjustments | Smart Cable Management | 1.6kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78972,X001U5DCGB,B0CF5T89FT,"Audio Array AA-18 Microphone Arm Stand | 85cm reach | Armoured Microphone Stand | 3 pivoting joints for flexible height and position adjustments | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter",NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78973,X001U5HJM9,B0CF5R3V95,"Audio Array Mic Stand For Table | Steel & Aluminum High & Low Profile Boom Mic Arm Stand with Built-In Cable Management | 360° Rotation | 2Kg Load Capacity | Streaming, Podcasting & Studio Recording",NewItem,,No,,Yes,35,35,0,0,35,,0,0,0,0,0,0,
FBA78974,X001U5MO7J,B0CF5RRTDJ,"Audio Array AA-20 Microphone Arm Stand | 81cm Reach | Premium light weight & slick design | Flexible height & position adjustments | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter | Cable Ties",NewItem,,No,,Yes,12,10,0,2,12,,0,0,0,0,0,0,
FBA78975,X001U5OWKB,B0CF5TCQKL,"Audio Array AA-21 Speaker Stand Pair | 15KG Capacity | Height, Tilt & Rotation Adjustable | Steel Build | Smart Cable Management | Sound Editing, Music Production Speaker Stand for Desk | Black",NewItem,,No,,Yes,11,9,0,2,11,,0,0,0,0,0,0,
FBA78976,X001U5NKVD,B0CF5SHL15,"Audio Array AA-22 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Red (Set of 2)",NewItem,,No,,Yes,6,4,0,2,12,,3,3,0,0,0,0,
FBA78977,X001U5D0OP,B0CF5TVDRT,Audio Array AA-23,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
FBA78978,X001U5N9QT,B0CF5PCL34,Audio Array AA-24,NewItem,,No,,Yes,0,0,0,0,0,,0,0,0,0,0,0,
